contig,Host_group
NODE_A759_length_3709_cov_10.341960_NL_19104_spr_rec_d,unknown
NODE_A75_length_3310_cov_11.564182_RO_26022_aut_mid_d,unknown
NODE_A75_length_3612_cov_5.779349_PT_19414_sum_mid_d,unknown
NODE_A75_length_3918_cov_11.005467_PT_19411_spr_mid_d,unknown
NODE_A75_length_4336_cov_17.456680_BE_16558_aut_mid_d,unknown
NODE_A760_length_2315_cov_3.417337_BE_16557_sum_mid_d,unknown
NODE_A763_length_4033_cov_5.801820_DE_18028_spr_rec_d,unknown
NODE_A768_length_3384_cov_7.860599_NL_19104_aut_rec_d,unknown
NODE_A76_length_3567_cov_8.616619_BE_16556_aut_mid_d,unknown
NODE_A76_length_3833_cov_7.017039_PT_19413_sum_mid_d,unknown
NODE_A76_length_4329_cov_10.812324_BE_16558_aut_mid_d,unknown
NODE_A76_length_4782_cov_21.726674_NL_19100_aut_mid_d,unknown
NODE_A76_length_5516_cov_34.852179_NL_19104_aut_ile_d,unknown
NODE_A771_length_3359_cov_13.271785_NL_19102_spr_mid_d,unknown
NODE_A774_length_2290_cov_4.640759_BE_16557_sum_mid_d,unknown
NODE_A774_length_3570_cov_21.273690_BE_16563_sum_rec_d,unknown
NODE_A778_length_2793_cov_2.929676_UK_14502_sum_mid_d,unknown
NODE_A779_length_2284_cov_5.037608_BE_16557_sum_mid_d,unknown
NODE_A77_length_4327_cov_7.470118_BE_16558_aut_mid_d,unknown
NODE_A77_length_4380_cov_2562.037881_DE_18027_aut_mid_d,unknown
NODE_A77_length_4772_cov_41.522045_NL_19100_aut_mid_d,unknown
NODE_A787_length_2274_cov_13.368685_BE_16557_sum_mid_d,unknown
NODE_A78_length_4321_cov_126.160226_BE_16558_aut_mid_d,unknown
NODE_A78_length_4359_cov_14.558617_BE_16558_spr_mid_d,unknown
NODE_A78_length_4754_cov_21.903143_NL_19100_aut_mid_d,unknown
NODE_A78_length_4787_cov_4.587686_NL_19103_aut_mid_d,unknown
NODE_A79_length_4313_cov_15.885741_BE_16558_aut_mid_d,unknown
NODE_A79_length_8583_cov_9.387021_DE_18030_spr_rec_d,unknown
NODE_A7_length_15893_cov_54.145359_CH_17686_sum_mid_d,unknown
NODE_A7_length_21272_cov_60.364614_BE_16557_sum_mid_d,unknown
NODE_A7_length_23156_cov_12.564842_FR_19769_aut_rec_d,unknown
NODE_A7_length_24470_cov_193.391957_DE_18031_sum_rec_d,unknown
NODE_A7_length_25397_cov_15.732227_NL_19104_aut_mid_d,unknown
NODE_A7_length_27645_cov_22.213001_NL_19103_sum_mid_d,unknown
NODE_A7_length_28707_cov_42.068460_BE_16563_sum_ile_d,unknown
NODE_A7_length_38139_cov_90.861988_RO_17378_sum_rec_d,unknown
NODE_A7_length_39271_cov_49.900929_DE_18030_spr_rec_d,unknown
NODE_A7_length_41716_cov_46.665986_CH_17687_aut_mid_d,unknown
NODE_A7_length_41902_cov_14.897262_BE_16562_aut_mid_d,unknown
NODE_A7_length_43801_cov_54.790664_NL_19103_spr_mid_d,unknown
NODE_A7_length_44588_cov_52.933837_PT_19413_sum_rec_d,unknown
NODE_A7_length_44784_cov_40.392556_UK_14502_sum_mid_d,unknown
NODE_A7_length_45393_cov_23.055234_NL_19104_spr_rec_d,unknown
NODE_A7_length_47449_cov_45.710166_BE_16556_aut_rec_d,unknown
NODE_A7_length_5777_cov_22.693684_BE_16557_aut_mid_d,unknown
NODE_A7_length_5905_cov_5.974091_RO_17378_aut_mid_d,unknown
NODE_A805_length_2714_cov_78.856276_NL_19101_spr_mid_d,unknown
NODE_A80_length_2984_cov_9.475748_PT_19407_spr_mid_d,unknown
NODE_A80_length_3343_cov_5.595836_FR_19768_sum_mid_d,unknown
NODE_A81_length_3549_cov_5.562212_DE_18027_spr_mid_d,unknown
NODE_A81_length_4303_cov_5.275911_BE_16558_aut_mid_d,unknown
NODE_A81_length_4499_cov_12.079150_RO_17363_spr_mid_d,unknown
NODE_A81_length_4673_cov_16.057224_NL_19100_aut_mid_d,unknown
NODE_A81_length_5347_cov_5.373435_NL_19102_sum_mid_d,unknown
NODE_A81_length_5539_cov_7.949786_DE_18029_spr_mid_d,unknown
NODE_A81_length_9224_cov_13.451186_BE_16557_sum_rec_d,unknown
NODE_A82_length_4367_cov_13.431702_RO_17363_sum_mid_d,unknown
NODE_A82_length_4690_cov_9.272924_NL_19103_aut_mid_d,unknown
NODE_A835_length_2598_cov_7.211424_CH_17690_aut_mid_d,unknown
NODE_A83_length_3719_cov_4.086216_CH_17687_sum_mid_d,unknown
NODE_A83_length_4690_cov_25.051377_BE_16562_sum_mid_d,unknown
NODE_A847_length_3086_cov_10.164174_NL_19103_spr_mid_d,unknown
NODE_A84_length_3403_cov_7.835238_FR_19770_aut_mid_d,unknown
NODE_A84_length_3989_cov_28.562628_BE_16561_aut_mid_d,unknown
NODE_A84_length_4629_cov_22.673550_NL_19100_aut_mid_d,unknown
NODE_A84_length_5173_cov_13.578493_NL_19104_aut_ile_d,unknown
NODE_A84_length_5623_cov_24.677065_NL_19104_aut_mid_d,unknown
NODE_A85_length_3989_cov_4.726483_BE_16561_aut_mid_d,unknown
NODE_A85_length_4478_cov_4.913429_BE_16561_sum_mid_d,unknown
NODE_A85_length_4603_cov_70.521432_NL_19100_aut_mid_d,unknown
NODE_A85_length_5620_cov_21.758614_NL_19104_aut_mid_d,unknown
NODE_A86_length_3968_cov_23.679260_BE_16561_aut_mid_d,unknown
NODE_A86_length_4260_cov_14.370069_BE_16558_aut_mid_d,unknown
NODE_A86_length_6733_cov_456.047326_CH_17685_aut_rec_d,unknown
NODE_A870_length_3335_cov_6.018416_BE_16563_sum_rec_d,unknown
NODE_A874_length_3144_cov_7.128138_NL_19102_spr_mid_d,unknown
NODE_A875_length_3608_cov_3.772302_NL_19104_spr_mid_d,unknown
NODE_A876_length_1111_cov_7.469052_PT_19410_spr_mid_d,unknown
NODE_A877_length_3472_cov_31.003240_CH_17691_aut_ile_d,unknown
NODE_A87_length_2593_cov_139.911765_RO_17378_spr_mid_d,unknown
NODE_A87_length_4582_cov_4.385794_NL_19100_aut_mid_d,unknown
NODE_A87_length_5587_cov_60.900726_NL_19104_aut_mid_d,unknown
NODE_A888_length_2529_cov_6.200245_DE_18030_spr_mid_d,unknown
NODE_A88_length_3335_cov_5.367096_FR_19770_aut_mid_d,unknown
NODE_A88_length_4567_cov_7.411359_NL_19100_aut_mid_d,unknown
NODE_A88_length_4568_cov_20.535961_BE_16562_sum_mid_d,unknown
NODE_A88_length_5858_cov_10.196852_DE_18032_sum_mid_d,unknown
NODE_A88_length_7245_cov_87.164481_CH_17691_sum_rec_d,unknown
NODE_A892_length_2321_cov_3.606061_DE_18033_spr_rec_d,unknown
NODE_A89_length_4596_cov_8.012171_NL_19103_aut_mid_d,unknown
NODE_A8_length_16901_cov_16.450309_NL_19102_sum_mid_d,unknown
NODE_A8_length_19460_cov_29.873188_NL_19100_sum_mid_d,unknown
NODE_A8_length_22433_cov_12.473743_CH_17690_aut_rec_d,unknown
NODE_A8_length_24436_cov_18.921138_DE_18027_spr_rec_d,unknown
NODE_A8_length_28547_cov_17.699860_BE_16563_sum_ile_d,unknown
NODE_A8_length_32653_cov_14.843934_DE_18029_spr_mid_d,unknown
NODE_A8_length_35652_cov_45.813380_CH_17685_aut_rec_d,unknown
NODE_A8_length_35700_cov_301.784241_DE_18028_aut_rec_d,unknown
NODE_A8_length_35838_cov_17.305668_UK_14498_aut_mid_d,unknown
NODE_A8_length_37864_cov_77.808082_BE_16562_sum_rec_d,unknown
NODE_A8_length_37910_cov_326.687099_PT_19414_sum_rec_d,unknown
NODE_A8_length_39157_cov_33.947108_FR_19767_sum_rec_d,unknown
NODE_A8_length_43083_cov_34.354602_NL_19103_spr_mid_d,unknown
NODE_A8_length_43875_cov_122.723366_BE_16556_spr_mid_d,unknown
NODE_A8_length_44913_cov_28.578977_NL_19101_aut_rec_d,unknown
NODE_A8_length_46021_cov_59.554545_NL_19104_aut_rec_d,unknown
NODE_A8_length_5689_cov_8.482716_BE_16557_aut_mid_d,unknown
NODE_A90_length_3326_cov_4.495845_PT_19414_sum_mid_d,unknown
NODE_A90_length_3785_cov_5.543420_BE_16561_aut_mid_d,unknown
NODE_A90_length_4203_cov_7.195589_BE_16558_aut_mid_d,unknown
NODE_A90_length_4554_cov_7.517981_NL_19103_aut_mid_d,unknown
NODE_A90_length_4557_cov_41.795536_NL_19100_aut_mid_d,unknown
NODE_A90_length_5562_cov_31.579216_NL_19104_aut_mid_d,unknown
NODE_A912_length_3080_cov_4.638362_NL_19102_spr_mid_d,unknown
NODE_A915_length_2497_cov_4.279339_DE_18030_spr_mid_d,unknown
NODE_A91_length_2348_cov_4.198151_BE_16560_aut_mid_d,unknown
NODE_A91_length_2845_cov_6.603324_UK_14498_spr_mid_d,unknown
NODE_A91_length_4198_cov_7.890075_BE_16558_aut_mid_d,unknown
NODE_A91_length_4534_cov_7.257348_NL_19100_aut_mid_d,unknown
NODE_A91_length_5346_cov_6.805276_DE_18029_spr_mid_d,unknown
NODE_A928_length_3037_cov_3.118243_BE_16560_aut_ile_d,unknown
NODE_A92_length_2968_cov_7.949153_CH_17685_sum_mid_d,unknown
NODE_A92_length_3728_cov_5.902492_BE_16561_aut_mid_d,unknown
NODE_A92_length_4532_cov_14.076543_NL_19100_aut_mid_d,unknown
NODE_A92_length_4985_cov_3.595762_UK_14498_aut_mid_d,unknown
NODE_A92_length_5342_cov_9.839126_DE_18029_spr_mid_d,unknown
NODE_A92_length_5808_cov_95.606177_DE_18032_sum_mid_d,unknown
NODE_A934_length_3278_cov_17.495470_PT_19409_aut_rec_d,unknown
NODE_A93_length_3700_cov_13.807066_BE_16561_aut_mid_d,unknown
NODE_A94_length_3382_cov_6.492890_PT_19413_sum_mid_d,unknown
NODE_A94_length_3695_cov_12.080984_BE_16561_aut_mid_d,unknown
NODE_A94_length_4471_cov_8.861174_NL_19100_aut_mid_d,unknown
NODE_A94_length_4483_cov_4.888561_NL_19103_aut_mid_d,unknown
NODE_A954_length_2499_cov_6.338976_UK_14502_sum_mid_d,unknown
NODE_A95_length_2348_cov_4.642448_BE_16557_aut_mid_d,unknown
NODE_A95_length_3466_cov_4.678371_CH_17687_sum_mid_d,unknown
NODE_A95_length_4123_cov_7.098616_BE_16558_aut_mid_d,unknown
NODE_A95_length_4466_cov_7.759854_NL_19100_aut_mid_d,unknown
NODE_A95_length_4486_cov_17.710365_PT_19410_aut_mid_d,unknown
NODE_A95_length_7973_cov_12.585106_CH_17690_aut_rec_d,unknown
NODE_A96_length_3655_cov_5.568195_BE_16561_aut_mid_d,unknown
NODE_A96_length_4084_cov_6.718992_BE_16558_aut_mid_d,unknown
NODE_A96_length_4436_cov_29.565726_NL_19100_aut_mid_d,unknown
NODE_A97_length_12536_cov_127.271450_DE_18029_sum_rec_d,unknown
NODE_A97_length_3629_cov_11.215372_BE_16561_aut_mid_d,unknown
NODE_A97_length_4408_cov_50.120757_NL_19100_aut_mid_d,unknown
NODE_A97_length_4483_cov_5.248979_DE_18033_aut_mid_d,unknown
NODE_A97_length_5372_cov_20.935411_NL_19104_aut_mid_d,unknown
NODE_A981_length_2999_cov_7.301164_RO_26024_aut_rec_d,unknown
NODE_A983_length_2423_cov_5.580136_DE_18030_spr_mid_d,unknown
NODE_A98_length_4423_cov_18.634837_BE_16562_sum_mid_d,unknown
NODE_A99_length_12456_cov_293.409807_DE_18029_sum_rec_d,unknown
NODE_A99_length_3513_cov_8.272119_BE_16561_aut_mid_d,unknown
NODE_A99_length_4348_cov_12.277218_NL_19100_aut_mid_d,unknown
NODE_A99_length_5473_cov_6.069125_RO_17381_sum_mid_d,unknown
NODE_A99_length_5644_cov_16.498473_DE_18032_sum_mid_d,unknown
NODE_A9_length_16750_cov_41.584298_NL_19102_sum_mid_d,unknown
NODE_A9_length_17475_cov_139.943959_DE_18030_aut_rec_d,unknown
NODE_A9_length_17572_cov_98.907813_NL_19101_sum_mid_d,unknown
NODE_A9_length_22003_cov_30.847487_DE_18027_spr_rec_d,unknown
NODE_A9_length_22049_cov_11.574686_CH_17690_aut_rec_d,unknown
NODE_A9_length_22211_cov_115.960558_BE_16563_spr_rec_d,unknown
NODE_A9_length_26955_cov_111.466069_FR_19772_aut_rec_d,unknown
NODE_A9_length_30677_cov_18.036275_DE_18030_spr_rec_d,unknown
NODE_A9_length_32693_cov_12.734394_DE_18029_spr_rec_d,unknown
NODE_A9_length_3426_cov_9.338310_FR_19770_spr_mid_g,unknown
NODE_A9_length_37684_cov_39.945383_NL_19104_spr_mid_d,unknown
NODE_A9_length_38463_cov_19.500130_BE_16562_aut_mid_d,unknown
NODE_A9_length_39741_cov_133.824929_PT_19412_spr_rec_d,unknown
NODE_A9_length_39837_cov_22.990518_CH_17692_sum_rec_d,unknown
NODE_A9_length_41133_cov_67.002704_NL_20378_spr_rec_d,unknown
NODE_A9_length_42945_cov_347.529439_NL_19103_spr_mid_d,unknown
NODE_A9_length_4347_cov_11.660890_UK_14498_sum_mid_d,unknown
NODE_A9_length_43988_cov_17.611783_UK_14502_sum_mid_d,unknown
NODE_A9_length_4411_cov_19.817951_UK_15140_sum_mid_d,unknown
NODE_A9_length_44828_cov_24.026011_NL_19104_aut_rec_d,unknown
NODE_B10_length_12259_cov_71.241504_BE_16563_spr_rec_d,unknown
NODE_B11_length_16198_cov_20.880218_BE_16558_aut_rec_d,unknown
NODE_B13_length_15302_cov_109.101675_BE_16562_spr_rec_d,unknown
NODE_B16_length_10928_cov_114.733296_BE_16558_spr_rec_d,unknown
NODE_B196_length_2704_cov_12.341073_CH_17687_aut_mid_d,unknown
NODE_B1_length_139328_cov_58.339674_FR_19772_aut_rec_d,unknown
NODE_B1_length_44820_cov_61.222918_PT_19411_sum_rec_d,unknown
NODE_B1_length_7135_cov_18.058515_CH_17692_aut_mid_d,unknown
NODE_B20_length_10545_cov_14.212935_DE_18029_sum_rec_d,unknown
NODE_B24_length_3386_cov_3.967060_PT_19410_spr_mid_d,unknown
NODE_B28_length_5704_cov_11.069309_NL_19100_aut_mid_d,unknown
NODE_B2_length_25679_cov_13.531013_CH_17685_sum_mid_d,unknown
NODE_B2_length_36570_cov_358.195270_RO_17381_sum_rec_d,unknown
NODE_B2_length_39306_cov_38.962273_FR_19772_aut_rec_d,unknown
NODE_B36_length_9530_cov_9.338728_NL_19104_aut_rec_d,unknown
NODE_B39_length_3934_cov_10.037853_DE_18032_sum_mid_d,unknown
NODE_B3_length_32414_cov_77.580202_RO_17378_aut_rec_d,unknown
NODE_B3_length_35708_cov_25.516264_PT_19407_sum_rec_d,unknown
NODE_B3_length_44225_cov_15.371614_BE_16563_aut_rec_d,unknown
NODE_B3_length_51949_cov_348.073739_BE_16558_spr_rec_d,unknown
NODE_B4_length_17700_cov_51.250241_BE_16559_spr_ile_d,unknown
NODE_B4_length_32948_cov_58.922698_CH_17691_aut_ile_d,unknown
NODE_B6_length_5738_cov_8.543544_NL_19102_aut_mid_d,unknown
NODE_B7_length_17005_cov_15.653533_PT_19409_aut_rec_d,unknown
NODE_B7_length_18097_cov_17.729559_CH_17691_aut_rec_d,unknown
NODE_B8_length_11272_cov_30.671689_BE_16561_sum_rec_d,unknown
NODE_B8_length_17913_cov_369.920442_DE_18031_sum_rec_d,unknown
NODE_B9_length_18074_cov_105.886037_PT_19410_spr_rec_d,unknown
NODE_C1_length_31168_cov_41.772989_RO_17382_sum_rec_d,unknown
NODE_C2_length_18290_cov_14.889914_NL_20378_aut_rec_d,unknown
NODE_C6_length_11033_cov_21.348576_PT_19410_spr_rec_d,unknown
